Class	ID	Text
	AJN13551	Morphologic Abnormalities in the Brain of Chronically Hemodialyzed Patients without Cerebrovascular Disease Morphologic Abnormalities in the Brain of Chronically Hemodialyzed Patients without Cerebrovascular Disease In this study, the authors evaluated the cerebral atrophy in 56 chronic hemodialyzed patients, who did not have clinical episodes or radiologic findings of cerebrovascular diseases, and 42 controls. Using computed tomography (CT) images, brain atrophy index (BAI), the proportion of subarachnoidal plus ventricular space in the cranial cavity, and ventricular area index (VAI), percent area of ventricle in the brain, were calculated. CT of the brain demonstrated an age-dependent increase in BAI in both hemodialyzed patients and controls. BAI and VAI were greater in hemodialyzed patients than healthy controls and the difference was significant at ages under 60 years in BAI and at ages less than 50 years in VAI. The atrophy of the frontal parts of the brain in patients on hemodialysis for 10 years or more was significantly greater than in patients dialyzed for less than 10 years. There was a significant negative correlation between BAI or VAI and hematocrit. These findings indicate that renal failure or hemodialysis itself might cause cerebral atrophy, and that the cerebral atrophy is more prominent in patients on hemodialysis for a long duration and with low hematocrit.
	AJN13552	"Elevation of Serum Levels of Metalloproteinase-1, Tissue Inhibitor of Metalloproteinase-1 and Type IV Collagen, and Plasma Levels of Metalloproteinase-9 in Polycystic Kidney Disease Elevation of Serum Levels of Metalloproteinase-1, Tissue Inhibitor of Metalloproteinase-1 and Type IV Collagen, and Plasma Levels of Metalloproteinase-9 in Polycystic Kidney Disease Several studies on polycystic kidney disease (PKD) have revealed a number of extracellular matrix (ECM) abnormalities, suggesting that an abnormal ECM plays a role in the development of tubular cysts. Cystic kidney tubules synthesize and secrete high levels of metalloproteinases (MMP), which may participate in the restructuring of the tubular basement membrane. The aim of the present study was to determine whether serum MMP-1, tissue inhibitor of metalloproteinase (TIMP)-1, and type IV collagen levels, and plasma MMP-9 levels were altered in patients with PKD. Sixteen patients with autosomal dominant polycystic kidney disease, and 20 healthy controls were included in this study. Specific enzyme immunoassays were used to measure MMP-1, MMP-9, TIMP-1, and type IV collagen levels. Serum MMP-1 (14.8 ± 3.6 ng/ml), TIMP-1 (288.6 ± 48.6 ng/ml), and type IV collagen (192.6 ± 38.8 ng/ml) concentrations, and plasma MMP-9 (90.2 ± 26.8 ng/ml) concentrations in patients with PKD were significantly higher than those in healthy controls (MMP-1; 6.6 ± 0.9 ng/ml, p &lt; 0.01, MMP-9; 36.4 ± 12.2 ng/ml, p &lt; 0.01, TIMP-1; 164.6 ± 22.8 ng/ml, p &lt; 0.01, and type IV collagen; 86.6 ± 14.2 ng/ml, p &lt; 0.001). The present results suggest that ECM abnormalities associated with cystic kidney may result from aberrant degradation as well as from abnormal synthesis of ECM components."
	AJN13553	"Hyponatremia in Acute-Phase Response Syndrome Patients in General Surgical Wards Hyponatremia in Acute-Phase Response Syndrome Patients in General Surgical Wards Background: In surgical patients, hypoalbuminemia may occur as a component of acute-phase response (APR) syndrome, which we hypothesized could decrease serum sodium levels. Aim: To compare the frequency of hyponatremia in adult surgical inpatients with or without APR syndrome. Methods: All the simultaneous plasma sodium and albumin results (n = 168), obtained from adults in surgical wards and corresponding to a 6-month period, were searched in the hospital mainframe. Other relevant laboratory and clinical data were also registered. APR was ascertained by the presence of major physical trauma, surgery or infection, plus hypoalbuminemia (serum albumin &lt;3.5 g/dl) and neutrophil left shift (≥7% of band count) associated with peripheral leukopenia (white blood cells &lt;4,000/mm3) or leukocytosis (WBC &gt;9,000/mm3). Hyponatremia was defined by serum sodium concentration &lt;135 mEq/l. Results: APR-positive patients (n = 113) had lower blood hemoglobin (10.92 ± 2.18 vs. 13.53 ± 2.30 g/dl), and serum albumin levels (median, range: 2.8, 1.9–3.4 vs. 3.7, 3.5–4.2 g/dl) than APR-negative (n = 55) ones, the same occurring in relation to antibiotics (54.8 vs. 10.9%) and intravenous 5% dextrose in water (55.7 vs. 20.0%) or isotonic saline (46.0 vs. 9.1%) infusion. The hyponatremia frequency was higher among APR-positive patients (31.0 vs. 10.9%). Conclusion: The higher percentage of hyponatremia among APR-positive patients could be attributed to decreased serum albumin levels associated with APR."
	AJN13554	Regulation of the Urine Concentration Mechanism by the Oropharyngeal Afferent Pathway in Man Regulation of the Urine Concentration Mechanism by the Oropharyngeal Afferent Pathway in Man Background: It has been reported that the oropharyngeal afferent pathway behaves as a first-order factor regulating body fluid. However, the neural mechanism has not yet been clear. This study was designed to elucidate the characteristics of the neural mechanism in man. Methods: Healthy human subjects kept either an isotonic or hypertonic solution in the oral cavity so as to moisten the oropharyngeal mucosa without intake for 20 min. Plasma vasopressin (AVP) concentration, urine volume and urine and plasma osmolalities were measured before and after the application. Results: The oropharyngeal application of isotonic saline induced no significant changes in plasma AVP concentration, urine volume and osmolality, while that of hypertonic saline induced a significant decrease and increase in urine volume and osmolality, respectively. The plasma AVP concentration increased significantly after the application of hypertonic saline. Mannitol also induced a significant decrease and increase in urine volume and osmolality, respectively. However, the urinary responses after the application of mannitol were delayed compared with those of hypertonic saline. There were no significant changes in plasma osmolality before and after each application. Conclusion: These results suggest that the oropharyngeal afferent pathway from the oropharynx to hypothalamic AVP-producing cells takes part in the thirst mechanism regulating body fluid in humans. The oropharyngeal afferent signals may behave as sodium-chloride-sensitive osmoreceptor.
	AJN13555	"Acute Effects of Oral Calcium Load on Parathyroid Function and on Bone Resorption in Young Men Acute Effects of Oral Calcium Load on Parathyroid Function and on Bone Resorption in Young Men Aim: The aim of the present study was to check whether a calcium oral load was able to inhibit bone resorption as assessed by urinary excretion of a new bone marker, type 1 collagen cross-linked C-telopeptide (CrossLapsTM), in healthy young male adults. Methods: Twenty healthy young male adults (age 22 ± 2 years) were studied. In one series of assays, an oral calcium load of 1 g of elemental calcium as calcium citrate dissolved in 200 ml of low-calcium water was ingested, while in another series of assays the subjects ingested 200 ml of water alone. Blood samples were collected before and 1, 2, 3 and 4 h after the intake of calcium. Urine was collected at 2-hour intervals, i.e. before and for 4 h after the intake of calcium. Serum ionized calcium, phosphate and intact parathormone (iPTH) were measured at each time point. Urinary calcium, phosphate, creatinine and CrossLaps (as a ratio to creatinine) were measured in each urine sample. Results: Calcium intake was associated with very significant (ANOVA, p &lt; 0.001) increases in serum ionized calcium and decreases in PTH. After calcium intake, measurements of urinary CrossLaps showed a progressive statistically significant (ANOVA, p &lt; 0.001) decrease (–20% at 2 h and –55% at 4 h), whereas after ingestion of water, the changes were modest and not statistically significant. Conclusions: The present results show that bone resorption as assessed by urinary excretion of CrossLaps can be significantly suppressed by the ingestion of a 1-gram calcium load and attest that calcium supplementation has an acute effect on bone metabolism."
	AJN13556	"Granulocyte-Macrophage Colony-Stimulating Factor as an Adjuvant to Hepatitis B Vaccination in Maintenance Hemodialysis Patients Granulocyte-Macrophage Colony-Stimulating Factor as an Adjuvant to Hepatitis B Vaccination in Maintenance Hemodialysis Patients Patients on maintenance hemodialysis (HD) have poor seroconversion rate after hepatitis B vaccination. The present study was designed to test the efficacy of granulocyte-macrophage colony-stimulating factor (GM-CSF) as an adjuvant to hepatitis B vaccination for improving seroconversion rate in maintenance HD patients. Twelve chronic HD patients were randomly assigned to receive either hepatitis B vaccination alone or hepatitis B vaccination 24 h after 1 dose of GM-CSF for primary immunization. A group of 16 chronic HD patients who had not seroconverted after a standard two-dose hepatitis B vaccination were randomly assigned either to a booster dose of hepatitis B vaccine alone or a booster dose given 24 h after one dose of GM-CSF. In the primary immunization group only 2 of 6 patients (33%) who had received vaccination alone, versus 5 of 6 patients (83%) who had received hepatitis B vaccine after one dose of GM-CSF, developed seroprotective antibody titers. Moreover, seroprotective antibody titers (IU/ml) were significantly higher in the latter group (275 ± 286.5 vs. 14 ± 22, p &lt; 0.05). In patients who had not seroconverted with prior hepatitis B vaccination, GM-CSF adjuvant therapy significantly increased the seroconversion rate versus booster dose alone (87.5 vs. 25%, respectively, p &lt; 0.02), with significantly higher seroprotective antibody titers (84 ± 80 vs. 19 ± 33 IU/ml, respectively, p &lt; 0.05). These findings suggest that administration of one dose of GM-CSF, as adjuvant therapy, prior to primary or booster dose hepatitis B vaccination may significantly increase seroconversion rate and seroprotective antibody titers in chronic HD patients."
	AJN13557	"Clinical Implications of Antineutrophil Cytoplasmic Antibody Test in Lupus Nephritis Clinical Implications of Antineutrophil Cytoplasmic Antibody Test in Lupus Nephritis To elucidate the prevalence and clinical implications of antineutrophil cytoplasmic antibody (ANCA) in lupus nephritis (LN), we examined ANCA by indirect immunofluorescence and by ELISA against antilactoferrin (anti-LF) and antimyeloperoxidase (anti-MPO) antibody. To discriminate perinuclear ANCA (pANCA) with antinuclear antibody (ANA), all the ANCA-positive sera were tested again after incubating patients’ sera with single-stranded (SS) and double-stranded (ds) DNA. These results were compared with clinicopathologic manifestations and clinical courses of LN. ANCA was positive in 19 (37.3%) of 51 LN patients. Among these LN patients, 3 had cytoplasmic ANCA (cANCA) and 16 had pANCA. ANCA was not found in 8 SLE patients without nephritis and 30 normal controls. The presence of ANCA, particularly pANCA, was associated with the presence of nephritis (18/51 cases vs. 0/8 cases, p &lt; 0.05), especially with diffuse proliferative lupus nephritis, WHO class IV (17/18 cases vs. 21/31 cases, p &lt; 0.05) as well as the presence of anti-dsDNA antibody (17/19 cases vs. 18/30 cases, p &lt; 0.05). Patients with ANCA frequently had deterioration of renal function (3/16 vs. 0/26 cases). Anti-LF antibody was positive in 13 patients. Among those, 12 patients had nephritis. Five patients with anti-LF antibody did not have ANCA, but 7 had pANCA, and 1 had cANCA. Patients with anti-LF antibody had lower initial creatinine levels than those without it [serum creatinine (mg/dl): 0.78 (0.6–1.0) vs. 1.43 (0.5–5.0), p &lt; 0.05]. Anti-MPO antibody was positive in only 1 patient, suggesting that MPO is a rare antigen for ANCA in LN."
	AJN13561	Influence of NH4CI on Polarized Release of Endogenous Protein Degradation Products and on Morphology in LLC-PK1 Cells Influence of NH4CI on Polarized Release of Endogenous Protein Degradation Products and on Morphology in LLC-PK1 Cells Increased renal ammoniagenesis is thought to be a causative factor for renal hypertrophy which occurs in several disorders accompanied by metabolic acidosis. We studied the influence of ammonia on the polarized release of degradation products of endogenous proteins in LLC-PK1 cells. Release of acid-soluble radioactivity to the extracellular space decreased under the influence of NH4Cl with a remarkable transient reduction of basolateral release. Electron microscopically NH4Cl-treated cells showed numerous enlarged lysosomes suggesting an accumulation of incompletely degraded cytoplasmatic material in the lysosomal compartment. We conclude that split products of lysosomal degradation of endogenous proteins are preferentially transported to the extracellular space via the basolateral plasma membrane.
	AJN13562	"Pentoxifylline Reduces in vitro Renal Myofibroblast Proliferation and Collagen Secretion Pentoxifylline Reduces in vitro Renal Myofibroblast Proliferation and Collagen Secretion Interstitial myofibroblasts (MF) are cells with features of both smooth muscle cells and fibroblasts. They have been universally recognized in situations of tubulointerstitial injury, where their presence has been shown to be a marker of disease progression. The objective of this study was to determine if functions of MF relevant to fibrogenesis can be modified in vitro by the phosphodiesterase inhibitor pentoxifylline (PTX). MF were obtained from sub-culture of normal rat kidney explant outgrowths maintained in DMEM + 20% fetal calf serum (FCS), supplemented with antibiotics. Cells were characterized on the basis of growth characteristics and immunohistochemistry. MF constituted &gt;95% of cells at passage 3. Cell culture media was supplemented with the potential antagonist PTX alone (0, 1, 10, 100 μg/ml) and in combination with TGFβ1 (5 ng/ml). Population kinetics, proliferation and collagen production were determined from cell growth, [3H]thymidine incorporation and [3H]proline incorporation in collagenous proteins, respectively. Both serum-stimulated population growth and proliferation were reduced in a linear fashion by 1, 10 and 100 μg/ml PTX (all p &lt; 0.05 versus 0 μg/ml). Effect of PTX on cell population growth was however reversible when PTX was removed. Basal collagen secretion was decreased by PTX at 10 and 100 μg/ml (p &lt; 0.05 versus 0 μg/ml), although cell layer collagen remained unchanged. Collagen production (secreted and cell layer) was augmented by 5 ng/ml TGFβ1. These effects on collagen production were partially reduced when 100 μg/ml PTX was added. The authors conclude that myofibroblast function can be altered with agonists/antagonists. Attempts to down-regulate fibrogenic functions of MF may therefore offer a valuable therapeutic strategy."
	AJN13564	"Cystatin C: Efficacy as Screening Test for Reduced Glomerular Filtration Rate Cystatin C: Efficacy as Screening Test for Reduced Glomerular Filtration Rate Serum cystatin C, a cysteine proteinase inhibitor, has been proposed as a marker of glomerular filtration rate (GFR). Serum cystatin C, serum creatinine and creatinine clearance were measured in 226 patients with various nephropathies, covering the entire range of renal function, to evaluate the efficacy of cystatin C as a screening test to detect reduced creatinine clearance in comparison to creatinine. Subgroups of 53 patients with glomerular and 26 patients with tubular impairment were compared to assess whether cystatin C performed differently in either glomerular or tubular impairment. Cystatin C detected reduced creatinine clearance with higher sensitivity (97 vs. 83%), and higher negative predictive value (96 vs. 87%) compared to creatinine. In parallel, 95% sensitivity of cystatin C as derived from receiver-operating characteristic plot was significantly higher (p &lt; 0.05). In the subgroups with glomerular or tubular impairment, cystatin C and creatinine did not significantly differ with regard to efficacy. Serum cystatin C is as efficacious as serum creatinine to detect reduced GFR as measured by creatinine clearance. The efficacy of cystatin C as a screening test may even be superior compared to creatinine. In addition, the efficacy of cystatin C is independent of either glomerular or tubular impairment."
	AJN13565	"Hand Contamination with Hepatitis C Virus in Staff Looking after Hepatitis C-Positive Hemodialysis Patients Hand Contamination with Hepatitis C Virus in Staff Looking after Hepatitis C-Positive Hemodialysis Patients Background: Hepatitis C virus (HCV) is a major cause of hepatitis in hemodialysis (HD) patients. Routes other than blood transfusion play a role in the spread of HCV in HD patients. Molecular studies of HCV implicate nosocomial transmission of the virus in HD units. We conducted a clinicovirological study in our HD unit to investigate if the hands of dialysis personnel could represent a mode of transmission of HCV among HD patients. Methods: One liter of sterile water was used for each handwashing of dialysis personnel. The washing was collected in a sterile container and tested for HCV-RNA by polymerase chain reaction (PCR) within 3 h of collection. Eighty handwashings from nurses dialyzing HCV-positive patients (groupe A) and 100 handwashing from nurses dialyzing HCV-negative patients (group B) were tested for HCV-RNA. As a control, 60 handwashings were collected from the dialysis personnel before entering the dialysis unit (group C) and tested for HCV-RNA. Results: HCV-RNA was positive in 19 (23.75%) of samples of group A, in 8 (8%) of samples of group B (p &lt; 0.003) and in 2 (3.3%) of samples of group C (p &lt; 0.35). These two positive samples of group C were from nurses who had dialyzed HCV-negative patients. Conclusion: These results indicate the presence of HCV-RNA on the hands of some dialysis personnel in our HD unit, in spite fo adherence to the standard precautions. The hands of dialysis personnel are therefore a potential mode for facilitating transmission of HCV between HD patients."
	AJN13566	"The Significance of Atherogenic Indices in Patients on Hemodialysis The Significance of Atherogenic Indices in Patients on Hemodialysis Atherosclerotic diseases (ASD) are the major cause of mortality and morbidity in patients on hemodialysis (HD). To evaluate the significance and usefulness of atherogenic indices, we examined lipoprotein(a) (Lp(a)), remnant-like particles cholesterol (RLP.C), homocysteine (Hcy), cardiac troponin T (TnT), and ankle-arm blood pressure index (AABI) in 114 patients on HD (male 79, female 35; age 62.1 ± 1.3 years). As a result, serum cardiac TnT and AABI levels in patients with diabetes mellitus (DM) (n = 33) were significantly higher than those in patients without DM (n = 81). In patients with cerebrovascular diseases (CVD), serum levels of both RLP.C and Hcy, and AABI levels were significantly higher than those in patients without CVD. In patients with coronary artery diseases (CAD), serum cardiac TnT and AABI levels were significantly higher than those in patients without CAD. In patients with peripheral vascular diseases (PVD), serum levels of both Hcy and cardiac TnT were significantly higher than those in patients without PVD. Multiple regression analysis did show that the presence of DM, serum Hcy levels and age were independent factors as- sociated with ASD: ASD = –0.348 + 0.426 × DM (scored: 0, absence; 1, presence) + 0.005 × Hcy (nmol/ml) + 0.010 × Age (years) (p &lt; 0.001). In conclusion, the presence of DM and advanced age are major determinants for atherosclerosis. In addition, serum Hcy levels are independent risk factors for atherosclerosis irrespective of the absence of DM."
	AJN13567	Efficiency of Different Hollow-Fiber Hemofilters in Continuous Arteriovenous Hemodiafiltration Efficiency of Different Hollow-Fiber Hemofilters in Continuous Arteriovenous Hemodiafiltration Low dialysate to blood flow rate ratios are a unique characteristic of continuous arteriovenous hemodiafiltration (CAVHDF) that should allow complete saturation of dialysis fluid with small-molecular-weight blood solutes. The aim of the investigation was to evaluate the performance of different hemofilters in CAVHDF. In 10 critically ill patients with acute renal failure, the efficiency of four hollow-fiber hemofilters, polyamide 0.6 m2, polyacrylonitrile (PAN) 0.3 and 0.6 m2, acrylonitrile sodium methallylsulfonate (AN69HF) 0.6 m2, has been evaluated. For comparison, dialysate flow rates (Qdi) were standardized to 16.6 and 25 ml/min. Samples for urea nitrogen were obtained from the arterial blood line (Cbi) and from the dialysate exit port (Cdo) within 24-hour running time. Outflowing dialysate (Qdo) was also measured at the same time. Blood flow (Qb) was calculated by the bubble transit time technique. Diffusive and total urea clearances were determined. AN69HF and PAN hemofilters provided higher clearances than the polyamide hemofilter. Despite the smaller surface area, PAN 0.3 m2 had a total urea clearance comparable to that of PAN 0.6 m2 and AN69HF at Qdi = 16.6 ml/min. While at Qdi = 16.6 ml/min equilibrium between blood and dialysate (Cdo/Cbi ≅ 1) occurred with the AN69HF and PAN hemofilters, at Qdi = 25 ml/min the equilibrium was obtained only with the AN69HF hemofilter. In conclusion, almost complete urea saturation of dialysis fluid has not been obtained with all hemofilters tested here. In our experience, membrane characteristics play an important role in determining diffusive efficiency in CAVHDF.
	AJN13568	"Significance of Glomerular Deposition of C3c and C3d in IgA Nephropathy Significance of Glomerular Deposition of C3c and C3d in IgA Nephropathy Background: Complement activation plays an important role in the pathogenesis of IgA nephropathy. The clinico-pathological significance of the glomerular deposition of complement breakdown products, C3c and C3d in IgA nephropathy remains to be clarified. Methods: We examined the relationship between glomerular staining patterns of C3c and C3d and clinico-pathological findings with 163 patients with IgA nephropathy. Renal biopsy specimens were stained with C3c and C3d by immunofluorescence, and patients were divided into the following two groups: the intensity of C3c deposition stronger than C3d deposition, or equal to it (group A); the intensity of C3d deposition stronger than C3c deposition (group B). Results: In group A, the incidence of severe hematuria (over 20 urinary red blood cells in high-power field microscope (×400)) or of higher urinary fibrinogen degenerated products (over 0.1 μg/ml) was significantly higher than that in group B. In addition, group A showed a significant decrease in the glomerular filtration rate. Group A also showed a significantly higher incidence of glomerular endocapillary proliferation than in group B. Conclusion: These findings suggest that the glomerular deposition of C3c is associated with the inflammatory active phase of glomeruli in IgA nephropathy."
	AJN13569	"Calcitriol Therapy Modulates the Cellular Immune Responses in Hemodialysis Patients Calcitriol Therapy Modulates the Cellular Immune Responses in Hemodialysis Patients We studied the in vitro and in vivo effects of calcitriol (1,25D) on the cellular immune responses in 19 hemodialysis (HD) patients. In vitro 5-day treatment with 1,25D markedly reduced the HLA-DR expression by peripheral blood CD14+ monocytes from both HD patients and normal subjects in a similar fashion. The HLA-DR expression by monocytes and the phorbol myristate acetate (PMA)-induced superoxide production (SOP) by neutrophils were significantly higher in the HD patients than in the normal subjects (p &lt; 0.01 and p &lt; 0.05, respectively). The phagocytic activity in the HD patients was significantly lower than that in the normal subjects (p &lt; 0.05). Moreover, the mitogen response of HD peripheral blood lymphocytes against pokeweed mitogen (PWM) was significantly lower than that of the controls (p &lt; 0.01) but was only slightly and insignificantly lower against Con A. Oral 1,25D pulse therapy resulted in a marked decrease in the HLA-DR expression by peripheral blood monocytes 2 and 4 days after the first 1,25D administration (p &lt; 0.01) in HD patients. Moreover, the treatment significantly enhanced the PMA-induced SOP 2 days after the treatment (p &lt; 0.01). However, the phagocytic activity by neutrophils and the mitogen responses to Con A and PWM by lymphocytes were not significantly affected by this treatment. These results suggest that 1,25D plays a significant role in the regulation of both the monocyte and neutrophil functions in HD patients."
	AJN13574	Protein Tyrosine Kinase Inhibitors Block the Stimulatory Actions of Phosphotyrosine Phosphatase Inhibitors to Increase Cell Proliferation, Alkaline Phosphatase Activity, and Collagen Synthesis in Normal HumanBone Cells Protein Tyrosine Kinase Inhibitors Block the Stimulatory Actions of Phosphotyrosine Phosphatase Inhibitors to Increase Cell Proliferation, Alkaline Phosphatase Activity, and Collagen Synthesis in Normal HumanBone Cells The present study sought to test whether inhibition of phosphotyrosine phosphatases (PTPs) would stimulate proliferation and differentiation of normal bone cells, and whether the PTP inhibitor-mediated effects would be blocked by protein tyrosine kinase (PTK) inhibitors. Three inhibitors [phenylarsine oxide (PAO), orthovanadate (VO4), and molybdate (MoO4)] and two normal human bone cells with different basal differentiation status (i.e., mandible- and vertebra-derived bone cells) were used. Cell proliferation was determined with [3H]thymidine incorporation, and confirmed by cell counting. Bone cell differentiation was assessed by increases in alkaline phosphatase (ALP) specific activity and collagen synthesis. The three test PTP inhibitors each stimulated [3H]thymidine incorporation in both human bone cell types in a biphasic, dose-dependent manner with optimal doses of 20 nM PAO, 1 μM VO4 and 2 μM MoO4, respectively. These PTP inhibitors at mitogenic doses each significantly and reproducibly increased ALP specific activity and collagen synthesis. To determine whether the stimulatory effects of PTP inhibitors could be blocked by PTK inhibitors, the effects of tyrphostin A51 and erbstatin, two potent PTK inhibitors, on the actions of PTK inhibitors on [3H]thymidine incorporation and ALP specific activity were evaluated. Both tyrphostin A51 and erbstatin, which by themselves alone significantly inhibited human bone cell proliferation and increased ALP specific activity, completely abolished the stimulatory effects of each of the three test PTP inhibitors on bone cell proliferation and ALP specific activity. In conclusion, these findings confirm the premise that inhibition of PTP activities in normal human bone cells could lead to increases in cell proliferation and differentiation, effects that are independent of basal differentiation status of the cells. More importantly, this study demonstrates for the first time that the stimulatory actions of the PTP inhibitor on bone cell proliferation and ALP could be blocked by a PTK inhibitor, suggesting that the osteogenic effects of PTP inhibitors may depend on PTK activities, presumably to increase basal tyrosyl phosphorylation level. Accordingly, one should interpret results of studies using PTK inhibitors with caution in that an inhibition by a PTK inhibitor does not necessarily indicate the requirement of PTK activities, as it could also suggest involvement of an inhibition of PTPs.
	AJN13579	"Differing Roles of Body Mass and the Renin-Angiotensin System in Mediating the Hypertension Syndrome Differing Roles of Body Mass and the Renin-Angiotensin System in Mediating the Hypertension Syndrome Background: Hypertension is characterized not only by a metabolic syndrome that includes obesity and insulin resistance, but also by increases in left-ventricular mass (LVM), reduced arterial compliance and altered renal function. This investigation has examined a possible role for the renin-angiotensin system as well as body mass and insulin values in mediating these cardiovascular and renal aspects of the hypertension syndrome. Methods: This was a cross-sectional study of 142 patients identified by community screening. Mean (±SE) age was 46 ± 1 years and patients had stage I–II hypertension (blood pressure: 145 ± 1/98 ± 0.5 mm Hg). For analysis, patients were divided into 2 groups: those with body mass index (BMI) &lt;27 kg/m2 (lean, n = 72) or BMI &gt;27 kg/m2 (overweight, n = 70). Results: By univariate analysis, LVM in lean patients correlated significantly with plasma renin activity (PRA), plasma aldosterone, BMI and systolic BP; but with multivariate regression, only PRA (p &lt; 0.01) and BMI (p &lt; 0.04) remained in the model as independent predictors of LVM. For LVM in overweight patients, only BMI (p &lt; 0.02) remained in the model. For total arterial compliance (stroke volume/pulse pressure) only fasting plasma insulin (in the overweight group) was significantly related (p &lt; 0.01). For urinary protein excretion, the only predictor in lean patients was PRA (p &lt; 0.02), whereas in overweight patients it was BMI (p &lt; 0.03). For creatinine clearance, BMI (p &lt; 0.01 in overweight patients) remained in the model, though by univariate regression PRA had an age-dependent dichotomous relationship to clearance: r = +0.25 (p &lt; 0.01) in patients &lt;55 years, but r = –0.54 (p &lt; 0.01) in patients ≥55 years. Conclusion: These findings suggest that in overweight patients cardiovascular and renal values depend chiefly on body weight and insulin, but that in normal weight hypertensives the renin-angiotensin system may play the major role."
	AJN13580	"The Urinary Podocyte as a Marker for the Differential Diagnosis of Idiopathic Focal Glomerulosclerosis and Minimal-Change Nephrotic Syndrome The Urinary Podocyte as a Marker for the Differential Diagnosis of Idiopathic Focal Glomerulosclerosis and Minimal-Change Nephrotic Syndrome Background/Aims: Detection of podocytes in the urine sediment of children indicates that severe podocyte injury occurred in the glomerulus. Focal glomerulosclerosis (FGS) and minimal-change nephrotic syndrome (MCNS) are kidney diseases characterized by massive proteinuria. The aim of the present study was to determine whether urinary podocytes can be detected in patients with idiopathic FGS or MCNS and whether immunosuppression therapy alters these cells. Methods: Twenty patients with MCNS (nephrotic stage, n = 12; remission stage, n = 8), 15 patients with FGS and 20 healthy controls were included in the present study. Urinary podocytes were stained by immunofluorescence. All patients with MCNS at the nephrotic stage received prednisolone for 6 months, and all patients with FGS received some form of immunosuppression therapy including prednisolone, cyclophosphamide or mizoribine for 12 months. Results: The 12 nephrotic-stage MCNS patients achieved remission after treatment. Seven of the 15 FGS patients also achieved remission, but the other 8 remained in the nephrotic stage. Urinary podocytes were not detected in any patient with MCNS nor were they detected in healthy controls. Urinary podocytes were detected in all FGS patients (mean, 4.2 cells/ml) before treatment and the number of cells decreased in the 7 patients who achieved remission. The number of podocytes was unchanged in the other 8 patients even after treatment. Conclusion: Urinary podocytes may be a useful diagnostic indicator for differentiation between FGS and MCNS. These cells may also mark disease progression in cases of FGS."
	AJN13581	Leptin and Serum Erythropoietin in Hemodialyzed and Peritoneally Dialyzed Uremic Patients during rHuEPO Therapy Leptin and Serum Erythropoietin in Hemodialyzed and Peritoneally Dialyzed Uremic Patients during rHuEPO Therapy Leptin produced by fat cell has an unanticipated role in hematopoietic system development. We examined the relationships between leptinemia and requirements of erythropoietin (Epo), endogenous Epo levels as well as markers of inflammation: C-reactive protein, tumor necrosis factor α (TNFα) and interleukin-1 (IL-1) in rHuEPO-treated patients maintained on chronic hemodialyses or peritoneal dialyses. The studies were performed on 51 chronically hemodialyzed patients, 20 of them did not receive rHuEPO, 31 subjects received rHuEPO, and 22 patients on CAPD, 13 of them did not receive rHuEPO, 9 subjects were given rHuEPO. In hemodialyzed patients (Epo and Non-Epo group) leptin levels were significantly higher when compared to CAPD patients (Epo and Non-Epo group, respectively). Leptin in peritoneal fluid was significantly higher in the Non-Epo group. In ultrafiltrate, leptin levels were below the detection limit of 0.5 ng/ml. Epo levels in the HD + Epo group were significantly lower than in the HD + Non-Epo group and CAPD + Epo group. TNFα and IL-1 concentrations were significantly lower in both groups of CAPD patients when compared to respective HD groups. Treatment with rHuEPO resulted in nonsignificant decline in serum leptin (p = 0.07 in HD and p = 0.08 in CAPD) and significant leptin loss in peritoneal fluid. It may be of clinical relevance in dialyzed patients. In both groups of Epo-treated patients, positive physiological correlation between leptinemia and BMI disappeared. Leptin levels do not correlate with rHuEPO requirements and serum Epo in dialyzed patients.
